care_center_id,room_id,room_type,rate
cc-usa-1,r-usa-ii-5936,Class II,225.11
cc-usa-2,r-usa-ii-6126,Class II,184.48
cc-usa-2,r-usa-ii-6457,Class II,184.48
cc-usa-1,r-usa-ii-6485,Class II,225.11
cc-usa-1,r-usa-ii-6545,Class II,225.11
cc-usa-2,r-usa-ii-6972,Class II,184.48
cc-usa-1,r-usa-ii-7087,Class II,225.11
cc-usa-2,r-usa-ii-7211,Class II,184.48
cc-usa-2,r-usa-ii-7241,Class II,184.48
cc-usa-1,r-usa-ii-7446,Class II,225.11
cc-usa-1,r-usa-ii-7532,Class II,225.11
cc-usa-1,r-usa-ii-7699,Class II,225.11
cc-usa-1,r-usa-ii-7950,Class II,225.11
cc-usa-2,r-usa-ii-8011,Class II,184.48
cc-usa-2,r-usa-ii-8143,Class II,184.48
cc-usa-1,r-usa-ii-8237,Class II,225.11
cc-usa-2,r-usa-ii-8331,Class II,184.48
cc-usa-2,r-usa-ii-8662,Class II,184.48
cc-usa-2,r-usa-ii-8720,Class II,184.48
cc-usa-1,r-usa-ii-9195,Class II,225.11
cc-usa-2,r-usa-ii-9664,Class II,184.48
cc-usa-1,r-usa-ii-9775,Class II,225.11
cc-usa-1,r-usa-iii-0021,Class III,77.11
cc-usa-1,r-usa-iii-0308,Class III,77.11
cc-usa-1,r-usa-iii-0704,Class III,77.11
cc-usa-1,r-usa-iii-1149,Class III,77.11
cc-usa-1,r-usa-iii-1499,Class III,77.11
cc-usa-1,r-usa-iii-1537,Class III,77.11
cc-usa-1,r-usa-iii-1547,Class III,77.11
cc-usa-2,r-usa-iii-1558,Class III,83.64
cc-usa-2,r-usa-iii-2057,Class III,83.64
cc-usa-1,r-usa-iii-2108,Class III,77.11
cc-usa-2,r-usa-iii-2726,Class III,83.64
cc-usa-2,r-usa-iii-2791,Class III,83.64
cc-usa-2,r-usa-iii-2831,Class III,83.64
cc-usa-2,r-usa-iii-2962,Class III,83.64
cc-usa-1,r-usa-iii-3107,Class III,77.11
cc-usa-1,r-usa-iii-3130,Class III,77.11
cc-usa-2,r-usa-iii-3213,Class III,83.64
cc-usa-2,r-usa-iii-3491,Class III,83.64
cc-usa-2,r-usa-iii-3667,Class III,83.64
cc-usa-1,r-usa-iii-4396,Class III,77.11
cc-usa-1,r-usa-iii-4615,Class III,77.11
cc-usa-2,r-usa-iii-5527,Class III,83.64
cc-usa-2,r-usa-iii-5566,Class III,83.64
cc-usa-1,r-usa-iii-5645,Class III,77.11
cc-usa-1,r-usa-iii-5712,Class III,77.11
cc-usa-2,r-usa-iii-5817,Class III,83.64
cc-usa-1,r-usa-iii-6266,Class III,77.11
cc-usa-2,r-usa-iii-6413,Class III,83.64
cc-usa-2,r-usa-iii-6668,Class III,83.64
cc-usa-2,r-usa-iii-6704,Class III,83.64
cc-usa-1,r-usa-iii-6938,Class III,77.11
cc-usa-1,r-usa-iii-7268,Class III,77.11
cc-usa-2,r-usa-iii-7582,Class III,83.64
cc-usa-2,r-usa-iii-7632,Class III,83.64
cc-usa-1,r-usa-iii-7683,Class III,77.11
cc-usa-1,r-usa-iii-7780,Class III,77.11
cc-usa-2,r-usa-iii-7963,Class III,83.64
cc-usa-1,r-usa-iii-8207,Class III,77.11
cc-usa-1,r-usa-iii-8563,Class III,77.11
cc-usa-2,r-usa-iii-8807,Class III,83.64
cc-usa-1,r-usa-iii-9363,Class III,77.11
cc-usa-1,r-usa-iii-9384,Class III,77.11
cc-usa-1,r-usa-iii-9386,Class III,77.11
cc-usa-2,r-usa-iii-9440,Class III,83.64
cc-usa-1,r-usa-iii-9532,Class III,77.11
cc-usa-1,r-usa-iii-9970,Class III,77.11
cc-usa-2,r-usa-iii-9970,Class III,83.64
cc-usa-2,r-usa-vip-0036,VIP,672.34
cc-usa-2,r-usa-vip-0055,VIP,672.34
cc-usa-1,r-usa-vip-0303,VIP,520.66
cc-usa-2,r-usa-vip-0587,VIP,672.34
cc-usa-1,r-usa-vip-0654,VIP,520.66
cc-usa-2,r-usa-vip-1209,VIP,672.34
cc-usa-2,r-usa-vip-1380,VIP,672.34
cc-usa-1,r-usa-vip-1438,VIP,520.66
cc-usa-1,r-usa-vip-1650,VIP,520.66
cc-usa-2,r-usa-vip-1774,VIP,672.34
cc-usa-1,r-usa-vip-2057,VIP,520.66
cc-usa-1,r-usa-vip-2158,VIP,520.66
cc-usa-2,r-usa-vip-2214,VIP,672.34
cc-usa-2,r-usa-vip-2217,VIP,672.34
cc-usa-1,r-usa-vip-2254,VIP,520.66
cc-usa-2,r-usa-vip-2595,VIP,672.34
cc-usa-1,r-usa-vip-3088,VIP,520.66
cc-usa-1,r-usa-vip-3401,VIP,520.66
cc-usa-1,r-usa-vip-3469,VIP,520.66
cc-usa-2,r-usa-vip-4098,VIP,672.34
cc-usa-2,r-usa-vip-4712,VIP,672.34
cc-usa-1,r-usa-vip-4766,VIP,520.66
cc-usa-2,r-usa-vip-5014,VIP,672.34
cc-usa-2,r-usa-vip-5169,VIP,672.34
cc-usa-1,r-usa-vip-5240,VIP,520.66
cc-usa-2,r-usa-vip-5496,VIP,672.34
cc-usa-1,r-usa-vip-5897,VIP,520.66
cc-usa-1,r-usa-vip-6121,VIP,520.66
cc-usa-2,r-usa-vip-6178,VIP,672.34
cc-usa-1,r-usa-vip-6242,VIP,520.66
cc-usa-2,r-usa-vip-6262,VIP,672.34
cc-usa-2,r-usa-vip-6353,VIP,672.34
cc-usa-1,r-usa-vip-6532,VIP,520.66
cc-usa-1,r-usa-vip-6624,VIP,520.66
cc-usa-1,r-usa-vip-6788,VIP,520.66
cc-usa-1,r-usa-vip-6903,VIP,520.66
cc-usa-1,r-usa-vip-7069,VIP,520.66
cc-usa-1,r-usa-vip-7400,VIP,520.66
cc-usa-2,r-usa-vip-7521,VIP,672.34
cc-usa-1,r-usa-vip-7620,VIP,520.66
cc-usa-1,r-usa-vip-7966,VIP,520.66
cc-usa-2,r-usa-vip-8328,VIP,672.34
cc-usa-1,r-usa-vip-8766,VIP,520.66
cc-usa-2,r-usa-vip-8775,VIP,672.34
cc-usa-1,r-usa-vip-9096,VIP,520.66
cc-usa-1,r-usa-vip-9966,VIP,520.66
cc-usa-1,r-usa-vip-9992,VIP,520.66
cc-usa-1,r-usa-vvip-0485,VVIP,784.86
cc-usa-2,r-usa-vvip-0537,VVIP,919.31
cc-usa-1,r-usa-vvip-0935,VVIP,784.86
cc-usa-2,r-usa-vvip-1041,VVIP,919.31
cc-usa-1,r-usa-vvip-1174,VVIP,784.86
cc-usa-1,r-usa-vvip-1283,VVIP,784.86
cc-usa-1,r-usa-vvip-2312,VVIP,784.86
cc-usa-2,r-usa-vvip-2413,VVIP,919.31
cc-usa-1,r-usa-vvip-2773,VVIP,784.86
cc-usa-1,r-usa-vvip-2783,VVIP,784.86
cc-usa-2,r-usa-vvip-2969,VVIP,919.31
cc-usa-2,r-usa-vvip-3005,VVIP,919.31
cc-usa-1,r-usa-vvip-3058,VVIP,784.86
cc-usa-2,r-usa-vvip-3084,VVIP,919.31
cc-usa-1,r-usa-vvip-3173,VVIP,784.86
cc-usa-2,r-usa-vvip-3342,VVIP,919.31
cc-usa-2,r-usa-vvip-3569,VVIP,919.31
cc-usa-1,r-usa-vvip-3964,VVIP,784.86
cc-usa-1,r-usa-vvip-4226,VVIP,784.86
cc-usa-1,r-usa-vvip-4246,VVIP,784.86
cc-usa-1,r-usa-vvip-4521,VVIP,784.86
cc-usa-2,r-usa-vvip-4685,VVIP,919.31
cc-usa-2,r-usa-vvip-4710,VVIP,919.31
cc-usa-1,r-usa-vvip-4822,VVIP,784.86
cc-usa-1,r-usa-vvip-5016,VVIP,784.86
cc-usa-2,r-usa-vvip-5192,VVIP,919.31
cc-usa-2,r-usa-vvip-6353,VVIP,919.31
cc-usa-1,r-usa-vvip-6484,VVIP,784.86
cc-usa-1,r-usa-vvip-6493,VVIP,784.86
cc-usa-2,r-usa-vvip-7067,VVIP,919.31
cc-usa-2,r-usa-vvip-7512,VVIP,919.31
cc-usa-2,r-usa-vvip-7601,VVIP,919.31
cc-usa-1,r-usa-vvip-7652,VVIP,784.86
cc-usa-2,r-usa-vvip-8193,VVIP,919.31
cc-usa-1,r-usa-vvip-8224,VVIP,784.86
cc-usa-2,r-usa-vvip-8310,VVIP,919.31
cc-usa-1,r-usa-vvip-9238,VVIP,784.86
cc-usa-2,r-usa-vvip-9554,VVIP,919.31
cc-usa-2,r-usa-vvip-9758,VVIP,919.31
