room_id,bed_id,care_center_id
r-idn-iii-4639,b-idn-0566,cc-idn-2
r-idn-i-8107,b-idn-0571,cc-idn-1
r-idn-vip-5041,b-idn-0571,cc-idn-2
r-idn-i-8427,b-idn-0573,cc-idn-1
r-idn-i-5374,b-idn-0577,cc-idn-2
r-idn-ii-6217,b-idn-0583,cc-idn-2
r-idn-i-0199,b-idn-0588,cc-idn-1
r-idn-vvip-2434,b-idn-0591,cc-idn-2
r-idn-iii-4537,b-idn-0596,cc-idn-1
r-idn-vip-7052,b-idn-0597,cc-idn-2
r-idn-iii-3904,b-idn-0612,cc-idn-1
r-idn-ii-6423,b-idn-0614,cc-idn-2
r-idn-vip-9507,b-idn-0622,cc-idn-2
r-idn-i-2163,b-idn-0623,cc-idn-1
r-idn-vvip-1580,b-idn-0651,cc-idn-2
r-idn-vip-3193,b-idn-0656,cc-idn-2
r-idn-ii-3301,b-idn-0666,cc-idn-2
r-idn-vip-6642,b-idn-0676,cc-idn-2
r-idn-i-4889,b-idn-0688,cc-idn-2
r-idn-ii-0220,b-idn-0722,cc-idn-2
r-idn-iii-1708,b-idn-0734,cc-idn-2
r-idn-i-4279,b-idn-0746,cc-idn-2
r-idn-i-9658,b-idn-0748,cc-idn-1
r-idn-i-1750,b-idn-0751,cc-idn-1
r-idn-vip-3147,b-idn-0756,cc-idn-2
r-idn-vvip-1095,b-idn-0759,cc-idn-1
r-idn-iii-7851,b-idn-0764,cc-idn-1
r-idn-iii-4498,b-idn-0767,cc-idn-2
r-idn-iii-3751,b-idn-0768,cc-idn-1
r-idn-iii-3288,b-idn-0769,cc-idn-2
r-idn-iii-0314,b-idn-0783,cc-idn-2
r-idn-iii-6508,b-idn-0790,cc-idn-2
r-idn-i-7579,b-idn-0793,cc-idn-2
r-idn-iii-1157,b-idn-0797,cc-idn-1
r-idn-ii-4377,b-idn-0798,cc-idn-1
r-idn-ii-6031,b-idn-0803,cc-idn-1
r-idn-vvip-0343,b-idn-0804,cc-idn-1
r-idn-ii-2300,b-idn-0815,cc-idn-1
r-idn-i-2215,b-idn-0853,cc-idn-2
r-idn-iii-9336,b-idn-0857,cc-idn-2
r-idn-vip-7095,b-idn-0861,cc-idn-2
r-idn-iii-6975,b-idn-0868,cc-idn-2
r-idn-iii-5568,b-idn-0874,cc-idn-2
r-idn-iii-8793,b-idn-0874,cc-idn-1
r-idn-iii-4534,b-idn-0894,cc-idn-1
r-idn-ii-9871,b-idn-0898,cc-idn-1
r-idn-iii-8851,b-idn-0903,cc-idn-2
r-idn-ii-0904,b-idn-0910,cc-idn-2
r-idn-i-3334,b-idn-0911,cc-idn-1
r-idn-i-5070,b-idn-0914,cc-idn-2
r-idn-vip-0813,b-idn-0921,cc-idn-2
r-idn-vvip-5782,b-idn-0925,cc-idn-1
r-idn-i-2607,b-idn-0947,cc-idn-1
r-idn-iii-5576,b-idn-0950,cc-idn-1
r-idn-vvip-0514,b-idn-0957,cc-idn-2
r-idn-iii-0314,b-idn-0958,cc-idn-2
r-idn-i-0634,b-idn-0960,cc-idn-2
r-idn-iii-9856,b-idn-0961,cc-idn-2
r-idn-ii-3003,b-idn-0964,cc-idn-1
r-idn-iii-8237,b-idn-0970,cc-idn-1
r-idn-vip-2976,b-idn-0997,cc-idn-1
r-idn-ii-6001,b-idn-1000,cc-idn-1
r-idn-iii-6814,b-idn-1008,cc-idn-2
r-idn-iii-9856,b-idn-1011,cc-idn-2
r-idn-vvip-8594,b-idn-1022,cc-idn-2
r-idn-iii-0304,b-idn-1024,cc-idn-1
r-idn-vvip-2646,b-idn-1028,cc-idn-2
r-idn-iii-5873,b-idn-1045,cc-idn-1
r-idn-ii-4533,b-idn-1058,cc-idn-1
r-idn-vip-3264,b-idn-1061,cc-idn-1
r-idn-iii-7957,b-idn-1063,cc-idn-2
r-idn-iii-1208,b-idn-1071,cc-idn-1
r-idn-iii-0003,b-idn-1085,cc-idn-2
r-idn-iii-1001,b-idn-1086,cc-idn-1
r-idn-iii-2918,b-idn-1090,cc-idn-2
r-idn-iii-2952,b-idn-1102,cc-idn-2
r-idn-ii-5854,b-idn-1108,cc-idn-1
r-idn-ii-3627,b-idn-1112,cc-idn-2
r-idn-iii-7923,b-idn-1113,cc-idn-1
r-idn-i-5626,b-idn-1117,cc-idn-2
r-idn-vip-7650,b-idn-1118,cc-idn-1
r-idn-vvip-9511,b-idn-1119,cc-idn-2
r-idn-iii-9791,b-idn-1134,cc-idn-1
r-idn-i-4373,b-idn-1148,cc-idn-2
r-idn-ii-0545,b-idn-1152,cc-idn-1
r-idn-vip-5778,b-idn-1154,cc-idn-1
r-idn-iii-2212,b-idn-1160,cc-idn-1
r-idn-ii-7037,b-idn-1179,cc-idn-2
r-idn-i-3370,b-idn-1181,cc-idn-1
r-idn-vip-0781,b-idn-1190,cc-idn-2
r-idn-i-2717,b-idn-1193,cc-idn-1
r-idn-iii-3246,b-idn-1194,cc-idn-2
r-idn-i-5109,b-idn-1210,cc-idn-1
r-idn-vip-5545,b-idn-1222,cc-idn-1
r-idn-iii-2212,b-idn-1231,cc-idn-1
r-idn-vip-7406,b-idn-1236,cc-idn-2
r-idn-iii-6975,b-idn-1238,cc-idn-2
r-idn-iii-6591,b-idn-1246,cc-idn-1
r-idn-iii-4601,b-idn-1252,cc-idn-2
r-idn-vvip-2850,b-idn-1255,cc-idn-2
r-idn-i-8090,b-idn-1266,cc-idn-2
r-idn-iii-1528,b-idn-1271,cc-idn-2
r-idn-iii-7552,b-idn-1274,cc-idn-2
r-idn-iii-1002,b-idn-1276,cc-idn-2
r-idn-ii-6681,b-idn-1281,cc-idn-2
r-idn-iii-9846,b-idn-1289,cc-idn-1
r-idn-iii-7321,b-idn-1302,cc-idn-1
r-idn-vip-8642,b-idn-1306,cc-idn-1
r-idn-vvip-3243,b-idn-1322,cc-idn-1
r-idn-i-6437,b-idn-1322,cc-idn-1
r-idn-iii-0234,b-idn-1323,cc-idn-2
r-idn-iii-2908,b-idn-1335,cc-idn-2
r-idn-iii-2537,b-idn-1338,cc-idn-1
r-idn-vip-2024,b-idn-1340,cc-idn-1
r-idn-iii-3035,b-idn-1347,cc-idn-1
r-idn-i-0179,b-idn-1353,cc-idn-1
r-idn-iii-2544,b-idn-1359,cc-idn-2
r-idn-ii-0991,b-idn-1363,cc-idn-2
r-idn-i-4484,b-idn-1365,cc-idn-1
r-idn-iii-6468,b-idn-1368,cc-idn-1
r-idn-iii-7720,b-idn-1369,cc-idn-2
r-idn-vvip-2753,b-idn-1374,cc-idn-1
r-idn-iii-0007,b-idn-1398,cc-idn-1
r-idn-ii-2080,b-idn-1405,cc-idn-1
r-idn-iii-7200,b-idn-1405,cc-idn-1
r-idn-vvip-9844,b-idn-1406,cc-idn-1
r-idn-vvip-8158,b-idn-1408,cc-idn-1
r-idn-iii-0678,b-idn-1425,cc-idn-2
r-idn-ii-3165,b-idn-1439,cc-idn-1
r-idn-vip-0819,b-idn-1440,cc-idn-1
r-idn-iii-3642,b-idn-1472,cc-idn-2
r-idn-i-9329,b-idn-1483,cc-idn-1
r-idn-vip-3566,b-idn-1484,cc-idn-1
r-idn-vvip-0611,b-idn-1488,cc-idn-2
r-idn-iii-3218,b-idn-1495,cc-idn-2
r-idn-ii-2838,b-idn-1495,cc-idn-1
r-idn-i-8713,b-idn-1504,cc-idn-2
r-idn-vip-4682,b-idn-1504,cc-idn-2
r-idn-iii-6980,b-idn-1506,cc-idn-2
r-idn-vip-4615,b-idn-1519,cc-idn-1
r-idn-vip-1378,b-idn-1522,cc-idn-2
r-idn-i-6465,b-idn-1530,cc-idn-2
r-idn-ii-6719,b-idn-1532,cc-idn-2
r-idn-i-9635,b-idn-1536,cc-idn-1
r-idn-iii-8980,b-idn-1542,cc-idn-2
r-idn-iii-3980,b-idn-1549,cc-idn-1
r-idn-iii-7300,b-idn-1552,cc-idn-2
r-idn-ii-4781,b-idn-1553,cc-idn-2
r-idn-vip-8900,b-idn-1553,cc-idn-2
r-idn-i-6893,b-idn-1558,cc-idn-1
r-idn-vip-6402,b-idn-1560,cc-idn-1
r-idn-ii-4822,b-idn-1569,cc-idn-2
r-idn-ii-9033,b-idn-1591,cc-idn-1
r-idn-vvip-1504,b-idn-1602,cc-idn-1
r-idn-i-3443,b-idn-1604,cc-idn-1
r-idn-vip-0996,b-idn-1605,cc-idn-1
r-idn-i-5451,b-idn-1608,cc-idn-1
r-idn-ii-5698,b-idn-1609,cc-idn-1
r-idn-iii-8817,b-idn-1613,cc-idn-1
r-idn-ii-7375,b-idn-1620,cc-idn-2
r-idn-ii-5550,b-idn-1630,cc-idn-2
r-idn-vvip-9499,b-idn-1645,cc-idn-2
r-idn-ii-8500,b-idn-1655,cc-idn-2
r-idn-i-0550,b-idn-1656,cc-idn-2
r-idn-ii-0472,b-idn-1660,cc-idn-1
r-idn-iii-2754,b-idn-1662,cc-idn-1
r-idn-iii-9791,b-idn-1666,cc-idn-1
r-idn-vvip-7187,b-idn-1670,cc-idn-2
r-idn-vvip-2325,b-idn-1677,cc-idn-1
r-idn-ii-1056,b-idn-1682,cc-idn-1
r-idn-iii-9750,b-idn-1692,cc-idn-1
r-idn-iii-9301,b-idn-1694,cc-idn-1
r-idn-i-2158,b-idn-1701,cc-idn-1
r-idn-iii-5568,b-idn-1703,cc-idn-2
r-idn-iii-1505,b-idn-1709,cc-idn-1
r-idn-ii-4238,b-idn-1711,cc-idn-1
r-idn-iii-4915,b-idn-1719,cc-idn-2
r-idn-ii-8649,b-idn-1721,cc-idn-2
r-idn-ii-6854,b-idn-1727,cc-idn-2
r-idn-vvip-5725,b-idn-1728,cc-idn-2
r-idn-ii-0756,b-idn-1739,cc-idn-2
r-idn-ii-4884,b-idn-1740,cc-idn-2
r-idn-vip-7130,b-idn-1747,cc-idn-1
r-idn-iii-0516,b-idn-1763,cc-idn-1
r-idn-i-8593,b-idn-1766,cc-idn-1
r-idn-iii-1321,b-idn-1776,cc-idn-1
r-idn-vip-6800,b-idn-1784,cc-idn-1
r-idn-iii-2517,b-idn-1787,cc-idn-2
r-idn-ii-0545,b-idn-1792,cc-idn-1
r-idn-i-3775,b-idn-1794,cc-idn-1
r-idn-ii-2545,b-idn-1796,cc-idn-2
r-idn-i-9538,b-idn-1800,cc-idn-1
r-idn-vvip-8632,b-idn-1803,cc-idn-1
r-idn-i-4870,b-idn-1807,cc-idn-1
r-idn-ii-2421,b-idn-1807,cc-idn-1
r-idn-iii-1167,b-idn-1817,cc-idn-1
r-idn-iii-6814,b-idn-1818,cc-idn-2
r-idn-vip-7869,b-idn-1822,cc-idn-2
r-idn-iii-5759,b-idn-1825,cc-idn-2
r-idn-iii-7300,b-idn-1825,cc-idn-2
r-idn-iii-2326,b-idn-1828,cc-idn-1
r-idn-iii-2647,b-idn-1834,cc-idn-2
r-idn-vvip-5254,b-idn-1836,cc-idn-1
r-idn-ii-4376,b-idn-1845,cc-idn-2
r-idn-ii-9710,b-idn-1849,cc-idn-2
r-idn-iii-2592,b-idn-1850,cc-idn-1
r-idn-i-8968,b-idn-1861,cc-idn-2
r-idn-iii-1666,b-idn-1862,cc-idn-1
r-idn-vip-3644,b-idn-1867,cc-idn-2
r-idn-vip-1668,b-idn-1871,cc-idn-2
r-idn-iii-2371,b-idn-1877,cc-idn-1
r-idn-iii-3788,b-idn-1878,cc-idn-2
r-idn-vvip-3123,b-idn-1883,cc-idn-1
r-idn-ii-1396,b-idn-1888,cc-idn-1
r-idn-iii-3980,b-idn-1913,cc-idn-1
r-idn-ii-9617,b-idn-1914,cc-idn-1
r-idn-iii-0710,b-idn-1916,cc-idn-2
r-idn-iii-4558,b-idn-1919,cc-idn-1
r-idn-vip-6179,b-idn-1943,cc-idn-2
r-idn-vvip-2655,b-idn-1951,cc-idn-1
r-idn-vip-9573,b-idn-1962,cc-idn-1
r-idn-ii-1976,b-idn-1975,cc-idn-1
r-idn-vip-4053,b-idn-1978,cc-idn-2
r-idn-vip-6680,b-idn-1981,cc-idn-1
r-idn-iii-2647,b-idn-1984,cc-idn-2
r-idn-iii-0516,b-idn-1986,cc-idn-1
r-idn-iii-7552,b-idn-1987,cc-idn-2
r-idn-vvip-6425,b-idn-1996,cc-idn-1
r-idn-iii-1892,b-idn-2007,cc-idn-1
r-idn-vip-2393,b-idn-2009,cc-idn-1
r-idn-iii-4584,b-idn-2028,cc-idn-1
r-idn-vip-7815,b-idn-2039,cc-idn-1
r-idn-i-6802,b-idn-2045,cc-idn-1
r-idn-i-7034,b-idn-2057,cc-idn-2
r-idn-i-0493,b-idn-2060,cc-idn-1
r-idn-iii-2592,b-idn-2062,cc-idn-1
r-idn-vip-1291,b-idn-2070,cc-idn-2
r-idn-vip-1397,b-idn-2071,cc-idn-1
r-idn-iii-6468,b-idn-2075,cc-idn-1
r-idn-vip-7238,b-idn-2080,cc-idn-1
r-idn-iii-4558,b-idn-2096,cc-idn-1
r-idn-i-9361,b-idn-2131,cc-idn-1
r-idn-iii-1566,b-idn-2137,cc-idn-2
r-idn-iii-2544,b-idn-2142,cc-idn-2
r-idn-iii-7200,b-idn-2147,cc-idn-1
r-idn-ii-0456,b-idn-2149,cc-idn-1
r-idn-iii-4058,b-idn-2151,cc-idn-1
r-idn-vvip-8851,b-idn-2157,cc-idn-2
r-idn-iii-1351,b-idn-2165,cc-idn-2
r-idn-i-2743,b-idn-2167,cc-idn-1
r-idn-iii-7758,b-idn-2171,cc-idn-1
r-idn-iii-5231,b-idn-2174,cc-idn-1
r-idn-ii-1971,b-idn-2175,cc-idn-1
r-idn-ii-7629,b-idn-2176,cc-idn-2
r-idn-vvip-5644,b-idn-2180,cc-idn-2
r-idn-i-4507,b-idn-2200,cc-idn-2
r-idn-vip-6514,b-idn-2206,cc-idn-1
r-idn-iii-2218,b-idn-2220,cc-idn-1
r-idn-ii-9001,b-idn-2229,cc-idn-2
r-idn-vip-3551,b-idn-2233,cc-idn-1
r-idn-vip-9953,b-idn-2251,cc-idn-1
r-idn-i-9964,b-idn-2252,cc-idn-2
r-idn-iii-4441,b-idn-2263,cc-idn-1
r-idn-ii-8994,b-idn-2272,cc-idn-2
r-idn-iii-9998,b-idn-2281,cc-idn-1
r-idn-i-0820,b-idn-2284,cc-idn-1
r-idn-vip-0733,b-idn-2291,cc-idn-1
r-idn-ii-7304,b-idn-2307,cc-idn-2
r-idn-ii-1530,b-idn-2311,cc-idn-1
r-idn-i-1799,b-idn-2313,cc-idn-1
r-idn-iii-2462,b-idn-2317,cc-idn-1
r-idn-ii-9988,b-idn-2318,cc-idn-1
r-idn-ii-0387,b-idn-2320,cc-idn-2
r-idn-ii-2844,b-idn-2329,cc-idn-1
r-idn-vip-0385,b-idn-2332,cc-idn-1
r-idn-iii-6814,b-idn-2335,cc-idn-2
r-idn-vvip-7902,b-idn-2338,cc-idn-2
r-idn-iii-5568,b-idn-2346,cc-idn-2
r-idn-ii-8825,b-idn-2351,cc-idn-2
r-idn-iii-7029,b-idn-2356,cc-idn-2
r-idn-vvip-6382,b-idn-2356,cc-idn-2
r-idn-i-8906,b-idn-2360,cc-idn-1
r-idn-iii-8863,b-idn-2364,cc-idn-2
r-idn-vvip-3239,b-idn-2365,cc-idn-1
r-idn-vip-4582,b-idn-2400,cc-idn-1
r-idn-iii-6494,b-idn-2409,cc-idn-1
r-idn-iii-6960,b-idn-2418,cc-idn-1
r-idn-vvip-9391,b-idn-2419,cc-idn-2
r-idn-ii-6046,b-idn-2420,cc-idn-1
r-idn-iii-5886,b-idn-2428,cc-idn-1
r-idn-iii-0538,b-idn-2432,cc-idn-2
r-idn-ii-2080,b-idn-2435,cc-idn-1
r-idn-iii-5776,b-idn-2449,cc-idn-1
r-idn-vvip-1195,b-idn-2455,cc-idn-2
r-idn-vip-9921,b-idn-2456,cc-idn-1
r-idn-ii-1945,b-idn-2458,cc-idn-2
r-idn-iii-3025,b-idn-2464,cc-idn-1
r-idn-vvip-9812,b-idn-2468,cc-idn-2
r-idn-vip-7841,b-idn-2471,cc-idn-1
r-idn-vvip-6423,b-idn-2476,cc-idn-2
r-idn-iii-4104,b-idn-2478,cc-idn-1
r-idn-iii-9791,b-idn-2480,cc-idn-1
r-idn-vvip-0350,b-idn-2489,cc-idn-1
r-idn-ii-0308,b-idn-2489,cc-idn-1
r-idn-i-3848,b-idn-2495,cc-idn-1
r-idn-ii-2221,b-idn-2497,cc-idn-2
r-idn-iii-6205,b-idn-2504,cc-idn-1
r-idn-iii-3642,b-idn-2507,cc-idn-2
r-idn-iii-4554,b-idn-2508,cc-idn-1
r-idn-vvip-9495,b-idn-2531,cc-idn-1
r-idn-ii-4800,b-idn-2533,cc-idn-1
r-idn-iii-8735,b-idn-2535,cc-idn-1
r-idn-vip-7890,b-idn-2546,cc-idn-2
r-idn-vip-2984,b-idn-2556,cc-idn-1
r-idn-iii-2648,b-idn-2569,cc-idn-1
r-idn-iii-9113,b-idn-2574,cc-idn-1
r-idn-vvip-2941,b-idn-2578,cc-idn-1
r-idn-ii-2838,b-idn-2583,cc-idn-1
r-idn-iii-4601,b-idn-2585,cc-idn-2
r-idn-iii-8176,b-idn-2594,cc-idn-2
r-idn-i-2953,b-idn-2601,cc-idn-1
r-idn-i-6159,b-idn-2605,cc-idn-1
r-idn-ii-0109,b-idn-2606,cc-idn-2
r-idn-ii-2664,b-idn-2613,cc-idn-2
r-idn-iii-6537,b-idn-2621,cc-idn-1
r-idn-vip-4802,b-idn-2647,cc-idn-2
r-idn-vvip-7906,b-idn-2650,cc-idn-1
r-idn-iii-0451,b-idn-2652,cc-idn-1
r-idn-ii-9577,b-idn-2653,cc-idn-2
r-idn-i-8480,b-idn-2667,cc-idn-1
r-idn-iii-6618,b-idn-2671,cc-idn-2
r-idn-iii-0523,b-idn-2675,cc-idn-1
r-idn-vip-6902,b-idn-2677,cc-idn-2
r-idn-i-7223,b-idn-2689,cc-idn-1
r-idn-i-6367,b-idn-2710,cc-idn-2
r-idn-iii-2754,b-idn-2718,cc-idn-1
r-idn-iii-2326,b-idn-2721,cc-idn-1
r-idn-vvip-8478,b-idn-2725,cc-idn-2
r-idn-vip-2739,b-idn-2729,cc-idn-2
r-idn-vip-8097,b-idn-2742,cc-idn-1
r-idn-vvip-5520,b-idn-2745,cc-idn-1
r-idn-iii-1558,b-idn-2757,cc-idn-2
r-idn-ii-0223,b-idn-2767,cc-idn-2
r-idn-iii-6223,b-idn-2772,cc-idn-1
r-idn-iii-1001,b-idn-2773,cc-idn-1
r-idn-ii-1447,b-idn-2775,cc-idn-1
r-idn-i-5788,b-idn-2778,cc-idn-2
r-idn-iii-1528,b-idn-2790,cc-idn-2
r-idn-ii-0361,b-idn-2796,cc-idn-2
r-idn-i-2646,b-idn-2797,cc-idn-2
r-idn-i-6998,b-idn-2804,cc-idn-2
r-idn-vip-8656,b-idn-2812,cc-idn-2
r-idn-iii-3035,b-idn-2821,cc-idn-1
r-idn-iii-3025,b-idn-2822,cc-idn-1
r-idn-vvip-4161,b-idn-2823,cc-idn-2
r-idn-ii-2389,b-idn-2825,cc-idn-2
r-idn-ii-1222,b-idn-2827,cc-idn-2
r-idn-ii-9179,b-idn-2828,cc-idn-1
r-idn-vvip-3042,b-idn-2837,cc-idn-2
r-idn-vvip-3847,b-idn-2849,cc-idn-1
r-idn-i-3670,b-idn-2880,cc-idn-1
r-idn-ii-3291,b-idn-2894,cc-idn-1
r-idn-iii-0007,b-idn-2898,cc-idn-1
r-idn-i-0794,b-idn-2908,cc-idn-2
r-idn-vip-6370,b-idn-2914,cc-idn-2
r-idn-iii-0678,b-idn-2943,cc-idn-2
r-idn-ii-4067,b-idn-2943,cc-idn-2
r-idn-vip-5355,b-idn-2956,cc-idn-1
r-idn-vvip-2608,b-idn-2964,cc-idn-2
r-idn-iii-0511,b-idn-2969,cc-idn-1
r-idn-iii-5934,b-idn-2973,cc-idn-2
r-idn-i-3254,b-idn-2977,cc-idn-1
r-idn-ii-1559,b-idn-2979,cc-idn-1
r-idn-ii-9841,b-idn-2982,cc-idn-1
r-idn-ii-0109,b-idn-2987,cc-idn-2
r-idn-ii-5352,b-idn-2996,cc-idn-1
r-idn-vip-3899,b-idn-3009,cc-idn-2
r-idn-iii-9443,b-idn-3026,cc-idn-1
r-idn-ii-9841,b-idn-3027,cc-idn-1
r-idn-vip-5982,b-idn-3029,cc-idn-2
r-idn-iii-6382,b-idn-3031,cc-idn-1
r-idn-iii-9846,b-idn-3049,cc-idn-1
r-idn-iii-2374,b-idn-3050,cc-idn-2
r-idn-iii-8456,b-idn-3063,cc-idn-1
r-idn-iii-2592,b-idn-3072,cc-idn-1
r-idn-vvip-1283,b-idn-3074,cc-idn-1
r-idn-iii-9108,b-idn-3081,cc-idn-1
r-idn-ii-5797,b-idn-3086,cc-idn-1
r-idn-i-9073,b-idn-3091,cc-idn-2
r-idn-vvip-0019,b-idn-3093,cc-idn-1
r-idn-vvip-6986,b-idn-3094,cc-idn-2
r-idn-iii-2981,b-idn-3102,cc-idn-2
r-idn-ii-9032,b-idn-3103,cc-idn-1
r-idn-iii-4639,b-idn-3120,cc-idn-2
r-idn-ii-8443,b-idn-3122,cc-idn-1
r-idn-vvip-4286,b-idn-3123,cc-idn-1
r-idn-i-1069,b-idn-3129,cc-idn-2
r-idn-iii-2918,b-idn-3129,cc-idn-2
r-idn-iii-3060,b-idn-3133,cc-idn-1
r-idn-ii-4800,b-idn-3139,cc-idn-1
r-idn-vvip-8034,b-idn-3140,cc-idn-1
r-idn-vvip-2205,b-idn-3144,cc-idn-1
r-idn-iii-0678,b-idn-3144,cc-idn-2
r-idn-ii-3016,b-idn-3149,cc-idn-1
r-idn-ii-2221,b-idn-3165,cc-idn-2
r-idn-i-5195,b-idn-3168,cc-idn-1
r-idn-iii-9998,b-idn-3172,cc-idn-1
r-idn-iii-5845,b-idn-3179,cc-idn-1
r-idn-vip-7978,b-idn-3185,cc-idn-2
r-idn-i-3634,b-idn-3190,cc-idn-2
r-idn-ii-0472,b-idn-3197,cc-idn-1
r-idn-vip-5423,b-idn-3199,cc-idn-2
r-idn-vip-3646,b-idn-3202,cc-idn-1
r-idn-i-1192,b-idn-3204,cc-idn-1
r-idn-iii-2908,b-idn-3206,cc-idn-2
r-idn-ii-3582,b-idn-3207,cc-idn-1
r-idn-vvip-1290,b-idn-3210,cc-idn-2
r-idn-iii-3570,b-idn-3217,cc-idn-2
r-idn-iii-8464,b-idn-3218,cc-idn-1
r-idn-ii-5854,b-idn-3229,cc-idn-1
r-idn-iii-8863,b-idn-3230,cc-idn-2
r-idn-vvip-6087,b-idn-3233,cc-idn-2
r-idn-vvip-6278,b-idn-3234,cc-idn-2
r-idn-ii-3967,b-idn-3235,cc-idn-1
r-idn-i-3841,b-idn-3257,cc-idn-1
r-idn-vip-9739,b-idn-3258,cc-idn-1
r-idn-iii-0448,b-idn-3260,cc-idn-1
r-idn-ii-7824,b-idn-3261,cc-idn-2
r-idn-iii-2326,b-idn-3265,cc-idn-1
