care_center_id,room_id,room_type,rate
cc-usa-1,r-usa-i-5075,Class I,333.78
cc-usa-2,r-usa-i-5091,Class I,468.28
cc-usa-1,r-usa-i-5135,Class I,333.78
cc-usa-1,r-usa-i-5144,Class I,333.78
cc-usa-1,r-usa-i-5225,Class I,333.78
cc-usa-2,r-usa-i-5305,Class I,468.28
cc-usa-2,r-usa-i-5401,Class I,468.28
cc-usa-1,r-usa-i-5442,Class I,333.78
cc-usa-2,r-usa-i-5495,Class I,468.28
cc-usa-2,r-usa-i-5598,Class I,468.28
cc-usa-2,r-usa-i-5745,Class I,468.28
cc-usa-2,r-usa-i-5797,Class I,468.28
cc-usa-1,r-usa-i-5811,Class I,333.78
cc-usa-1,r-usa-i-5818,Class I,333.78
cc-usa-2,r-usa-i-5825,Class I,468.28
cc-usa-2,r-usa-i-5914,Class I,468.28
cc-usa-1,r-usa-i-5988,Class I,333.78
cc-usa-2,r-usa-i-5992,Class I,468.28
cc-usa-1,r-usa-i-6005,Class I,333.78
cc-usa-2,r-usa-i-6057,Class I,468.28
cc-usa-1,r-usa-i-6057,Class I,333.78
cc-usa-1,r-usa-i-6141,Class I,333.78
cc-usa-2,r-usa-i-6197,Class I,468.28
cc-usa-1,r-usa-i-6207,Class I,333.78
cc-usa-1,r-usa-i-6253,Class I,333.78
cc-usa-1,r-usa-i-6282,Class I,333.78
cc-usa-1,r-usa-i-6438,Class I,333.78
cc-usa-2,r-usa-i-6527,Class I,468.28
cc-usa-2,r-usa-i-6533,Class I,468.28
cc-usa-1,r-usa-i-6538,Class I,333.78
cc-usa-2,r-usa-i-6583,Class I,468.28
cc-usa-2,r-usa-i-6596,Class I,468.28
cc-usa-1,r-usa-i-6622,Class I,333.78
cc-usa-1,r-usa-i-6740,Class I,333.78
cc-usa-2,r-usa-i-6740,Class I,468.28
cc-usa-2,r-usa-i-6820,Class I,468.28
cc-usa-2,r-usa-i-6916,Class I,468.28
cc-usa-1,r-usa-i-6934,Class I,333.78
cc-usa-1,r-usa-i-6939,Class I,333.78
cc-usa-2,r-usa-i-6973,Class I,468.28
cc-usa-1,r-usa-i-6979,Class I,333.78
cc-usa-1,r-usa-i-7077,Class I,333.78
cc-usa-2,r-usa-i-7096,Class I,468.28
cc-usa-2,r-usa-i-7295,Class I,468.28
cc-usa-2,r-usa-i-7336,Class I,468.28
cc-usa-1,r-usa-i-7386,Class I,333.78
cc-usa-2,r-usa-i-7420,Class I,468.28
cc-usa-2,r-usa-i-7486,Class I,468.28
cc-usa-1,r-usa-i-7492,Class I,333.78
cc-usa-1,r-usa-i-7514,Class I,333.78
cc-usa-2,r-usa-i-7789,Class I,468.28
cc-usa-1,r-usa-i-7924,Class I,333.78
cc-usa-2,r-usa-i-7962,Class I,468.28
cc-usa-2,r-usa-i-8124,Class I,468.28
cc-usa-1,r-usa-i-8147,Class I,333.78
cc-usa-2,r-usa-i-8163,Class I,468.28
cc-usa-1,r-usa-i-8328,Class I,333.78
cc-usa-2,r-usa-i-8447,Class I,468.28
cc-usa-2,r-usa-i-8468,Class I,468.28
cc-usa-2,r-usa-i-8494,Class I,468.28
cc-usa-1,r-usa-i-8535,Class I,333.78
cc-usa-1,r-usa-i-8568,Class I,333.78
cc-usa-1,r-usa-i-8625,Class I,333.78
cc-usa-1,r-usa-i-8644,Class I,333.78
cc-usa-2,r-usa-i-8705,Class I,468.28
cc-usa-1,r-usa-i-8784,Class I,333.78
cc-usa-2,r-usa-i-8797,Class I,468.28
cc-usa-2,r-usa-i-8815,Class I,468.28
cc-usa-2,r-usa-i-8839,Class I,468.28
cc-usa-2,r-usa-i-8883,Class I,468.28
cc-usa-2,r-usa-i-8923,Class I,468.28
cc-usa-1,r-usa-i-8934,Class I,333.78
cc-usa-1,r-usa-i-9010,Class I,333.78
cc-usa-2,r-usa-i-9344,Class I,468.28
cc-usa-2,r-usa-i-9416,Class I,468.28
cc-usa-1,r-usa-i-9577,Class I,333.78
cc-usa-2,r-usa-i-9593,Class I,468.28
cc-usa-1,r-usa-i-9626,Class I,333.78
cc-usa-2,r-usa-i-9668,Class I,468.28
cc-usa-2,r-usa-i-9792,Class I,468.28
cc-usa-2,r-usa-i-9829,Class I,468.28
cc-usa-2,r-usa-i-9837,Class I,468.28
cc-usa-1,r-usa-ii-0015,Class II,158.98
cc-usa-1,r-usa-ii-0028,Class II,158.98
cc-usa-2,r-usa-ii-0148,Class II,159.82
cc-usa-1,r-usa-ii-0172,Class II,158.98
cc-usa-1,r-usa-ii-0176,Class II,158.98
cc-usa-2,r-usa-ii-0223,Class II,159.82
cc-usa-2,r-usa-ii-0315,Class II,159.82
cc-usa-2,r-usa-ii-0422,Class II,159.82
cc-usa-1,r-usa-ii-0552,Class II,158.98
cc-usa-1,r-usa-ii-0590,Class II,158.98
cc-usa-2,r-usa-ii-0606,Class II,159.82
cc-usa-1,r-usa-ii-0732,Class II,158.98
cc-usa-2,r-usa-ii-0744,Class II,159.82
cc-usa-1,r-usa-ii-0844,Class II,158.98
cc-usa-1,r-usa-ii-0853,Class II,158.98
cc-usa-1,r-usa-ii-0857,Class II,158.98
cc-usa-2,r-usa-ii-0876,Class II,159.82
cc-usa-2,r-usa-ii-0897,Class II,159.82
cc-usa-2,r-usa-ii-0937,Class II,159.82
cc-usa-1,r-usa-ii-0985,Class II,158.98
cc-usa-2,r-usa-ii-1094,Class II,159.82
cc-usa-2,r-usa-ii-1137,Class II,159.82
cc-usa-2,r-usa-ii-1142,Class II,159.82
cc-usa-2,r-usa-ii-1240,Class II,159.82
cc-usa-1,r-usa-ii-1245,Class II,158.98
cc-usa-2,r-usa-ii-1360,Class II,159.82
cc-usa-2,r-usa-ii-1424,Class II,159.82
cc-usa-2,r-usa-ii-1613,Class II,159.82
cc-usa-2,r-usa-ii-1618,Class II,159.82
cc-usa-1,r-usa-ii-1649,Class II,158.98
cc-usa-2,r-usa-ii-1657,Class II,159.82
cc-usa-2,r-usa-ii-1667,Class II,159.82
cc-usa-2,r-usa-ii-1708,Class II,159.82
cc-usa-1,r-usa-ii-1775,Class II,158.98
cc-usa-1,r-usa-ii-1798,Class II,158.98
cc-usa-1,r-usa-ii-1815,Class II,158.98
cc-usa-2,r-usa-ii-1818,Class II,159.82
cc-usa-2,r-usa-ii-1866,Class II,159.82
cc-usa-2,r-usa-ii-1874,Class II,159.82
cc-usa-2,r-usa-ii-1911,Class II,159.82
cc-usa-1,r-usa-ii-1925,Class II,158.98
cc-usa-1,r-usa-ii-1954,Class II,158.98
cc-usa-1,r-usa-ii-2004,Class II,158.98
cc-usa-2,r-usa-ii-2360,Class II,159.82
cc-usa-2,r-usa-ii-2399,Class II,159.82
cc-usa-2,r-usa-ii-2423,Class II,159.82
cc-usa-2,r-usa-ii-2533,Class II,159.82
cc-usa-1,r-usa-ii-2534,Class II,158.98
cc-usa-2,r-usa-ii-2588,Class II,159.82
cc-usa-1,r-usa-ii-2597,Class II,158.98
cc-usa-1,r-usa-ii-2716,Class II,158.98
cc-usa-2,r-usa-ii-2731,Class II,159.82
cc-usa-1,r-usa-ii-2785,Class II,158.98
cc-usa-1,r-usa-ii-2821,Class II,158.98
cc-usa-1,r-usa-ii-2876,Class II,158.98
cc-usa-2,r-usa-ii-2913,Class II,159.82
cc-usa-2,r-usa-ii-2927,Class II,159.82
cc-usa-1,r-usa-ii-2961,Class II,158.98
cc-usa-2,r-usa-ii-2981,Class II,159.82
cc-usa-1,r-usa-ii-2981,Class II,158.98
cc-usa-1,r-usa-ii-3009,Class II,158.98
cc-usa-2,r-usa-ii-3039,Class II,159.82
cc-usa-1,r-usa-ii-3058,Class II,158.98
cc-usa-1,r-usa-ii-3088,Class II,158.98
cc-usa-2,r-usa-ii-3098,Class II,159.82
cc-usa-1,r-usa-ii-3160,Class II,158.98
cc-usa-1,r-usa-ii-3203,Class II,158.98
cc-usa-2,r-usa-ii-3211,Class II,159.82
cc-usa-1,r-usa-ii-3228,Class II,158.98
cc-usa-2,r-usa-ii-3360,Class II,159.82
cc-usa-1,r-usa-ii-3375,Class II,158.98
cc-usa-2,r-usa-ii-3419,Class II,159.82
cc-usa-1,r-usa-ii-3452,Class II,158.98
cc-usa-2,r-usa-ii-3645,Class II,159.82
cc-usa-2,r-usa-ii-3659,Class II,159.82
cc-usa-2,r-usa-ii-3729,Class II,159.82
cc-usa-1,r-usa-ii-3810,Class II,158.98
cc-usa-1,r-usa-ii-3837,Class II,158.98
cc-usa-2,r-usa-ii-3845,Class II,159.82
cc-usa-1,r-usa-ii-3850,Class II,158.98
cc-usa-1,r-usa-ii-3979,Class II,158.98
cc-usa-1,r-usa-ii-3998,Class II,158.98
cc-usa-1,r-usa-ii-4056,Class II,158.98
cc-usa-2,r-usa-ii-4121,Class II,159.82
cc-usa-1,r-usa-ii-4153,Class II,158.98
cc-usa-2,r-usa-ii-4168,Class II,159.82
cc-usa-1,r-usa-ii-4171,Class II,158.98
cc-usa-1,r-usa-ii-4304,Class II,158.98
cc-usa-1,r-usa-ii-4307,Class II,158.98
cc-usa-1,r-usa-ii-4326,Class II,158.98
cc-usa-2,r-usa-ii-4327,Class II,159.82
cc-usa-2,r-usa-ii-4331,Class II,159.82
cc-usa-2,r-usa-ii-4393,Class II,159.82
cc-usa-1,r-usa-ii-4429,Class II,158.98
cc-usa-2,r-usa-ii-4462,Class II,159.82
cc-usa-2,r-usa-ii-4528,Class II,159.82
cc-usa-1,r-usa-ii-4531,Class II,158.98
cc-usa-2,r-usa-ii-4532,Class II,159.82
cc-usa-1,r-usa-ii-4543,Class II,158.98
cc-usa-1,r-usa-ii-4811,Class II,158.98
cc-usa-2,r-usa-ii-4929,Class II,159.82
cc-usa-2,r-usa-ii-4973,Class II,159.82
cc-usa-1,r-usa-ii-5013,Class II,158.98
cc-usa-1,r-usa-ii-5060,Class II,158.98
cc-usa-1,r-usa-ii-5081,Class II,158.98
cc-usa-2,r-usa-ii-5248,Class II,159.82
cc-usa-2,r-usa-ii-5329,Class II,159.82
cc-usa-2,r-usa-ii-5337,Class II,159.82
cc-usa-2,r-usa-ii-5348,Class II,159.82
cc-usa-1,r-usa-ii-5367,Class II,158.98
cc-usa-1,r-usa-ii-5423,Class II,158.98
cc-usa-2,r-usa-ii-5423,Class II,159.82
cc-usa-1,r-usa-ii-5621,Class II,158.98
cc-usa-2,r-usa-ii-5674,Class II,159.82
cc-usa-1,r-usa-ii-5686,Class II,158.98
cc-usa-1,r-usa-ii-5709,Class II,158.98
cc-usa-1,r-usa-ii-5846,Class II,158.98
cc-usa-2,r-usa-ii-5857,Class II,159.82
cc-usa-2,r-usa-ii-6012,Class II,159.82
cc-usa-2,r-usa-ii-6016,Class II,159.82
cc-usa-2,r-usa-ii-6028,Class II,159.82
cc-usa-1,r-usa-ii-6140,Class II,158.98
cc-usa-1,r-usa-ii-6155,Class II,158.98
cc-usa-2,r-usa-ii-6186,Class II,159.82
cc-usa-1,r-usa-ii-6224,Class II,158.98
cc-usa-2,r-usa-ii-6228,Class II,159.82
cc-usa-1,r-usa-ii-6303,Class II,158.98
cc-usa-1,r-usa-ii-6359,Class II,158.98
cc-usa-2,r-usa-ii-6371,Class II,159.82
cc-usa-1,r-usa-ii-6513,Class II,158.98
cc-usa-1,r-usa-ii-6566,Class II,158.98
cc-usa-1,r-usa-ii-6573,Class II,158.98
cc-usa-1,r-usa-ii-6591,Class II,158.98
cc-usa-1,r-usa-ii-6611,Class II,158.98
cc-usa-1,r-usa-ii-6743,Class II,158.98
cc-usa-2,r-usa-ii-6756,Class II,159.82
cc-usa-1,r-usa-ii-6774,Class II,158.98
cc-usa-2,r-usa-ii-6784,Class II,159.82
cc-usa-1,r-usa-ii-6844,Class II,158.98
cc-usa-2,r-usa-ii-6878,Class II,159.82
cc-usa-1,r-usa-ii-6883,Class II,158.98
cc-usa-1,r-usa-ii-6885,Class II,158.98
cc-usa-2,r-usa-ii-6970,Class II,159.82
cc-usa-2,r-usa-ii-7012,Class II,159.82
cc-usa-1,r-usa-ii-7211,Class II,158.98
cc-usa-2,r-usa-ii-7226,Class II,159.82
cc-usa-2,r-usa-ii-7241,Class II,159.82
cc-usa-1,r-usa-ii-7250,Class II,158.98
cc-usa-1,r-usa-ii-7445,Class II,158.98
cc-usa-1,r-usa-ii-7456,Class II,158.98
cc-usa-1,r-usa-ii-7464,Class II,158.98
cc-usa-1,r-usa-ii-7486,Class II,158.98
cc-usa-2,r-usa-ii-7585,Class II,159.82
cc-usa-1,r-usa-ii-7600,Class II,158.98
cc-usa-2,r-usa-ii-7642,Class II,159.82
cc-usa-1,r-usa-ii-7705,Class II,158.98
cc-usa-2,r-usa-ii-7759,Class II,159.82
cc-usa-1,r-usa-ii-7773,Class II,158.98
cc-usa-2,r-usa-ii-7789,Class II,159.82
cc-usa-2,r-usa-ii-7873,Class II,159.82
cc-usa-1,r-usa-ii-7976,Class II,158.98
cc-usa-1,r-usa-ii-8035,Class II,158.98
cc-usa-1,r-usa-ii-8072,Class II,158.98
cc-usa-1,r-usa-ii-8077,Class II,158.98
cc-usa-1,r-usa-ii-8109,Class II,158.98
cc-usa-1,r-usa-ii-8147,Class II,158.98
cc-usa-1,r-usa-ii-8186,Class II,158.98
cc-usa-1,r-usa-ii-8214,Class II,158.98
cc-usa-2,r-usa-ii-8275,Class II,159.82
cc-usa-2,r-usa-ii-8287,Class II,159.82
cc-usa-2,r-usa-ii-8331,Class II,159.82
cc-usa-2,r-usa-ii-8413,Class II,159.82
cc-usa-1,r-usa-ii-8531,Class II,158.98
cc-usa-2,r-usa-ii-8545,Class II,159.82
cc-usa-1,r-usa-ii-8640,Class II,158.98
cc-usa-2,r-usa-ii-8666,Class II,159.82
cc-usa-1,r-usa-ii-8806,Class II,158.98
cc-usa-1,r-usa-ii-8807,Class II,158.98
cc-usa-1,r-usa-ii-8815,Class II,158.98
cc-usa-1,r-usa-ii-8835,Class II,158.98
cc-usa-2,r-usa-ii-8872,Class II,159.82
cc-usa-2,r-usa-ii-8902,Class II,159.82
cc-usa-1,r-usa-ii-8912,Class II,158.98
cc-usa-1,r-usa-ii-9018,Class II,158.98
cc-usa-2,r-usa-ii-9033,Class II,159.82
cc-usa-1,r-usa-ii-9091,Class II,158.98
cc-usa-1,r-usa-ii-9094,Class II,158.98
cc-usa-1,r-usa-ii-9147,Class II,158.98
cc-usa-1,r-usa-ii-9159,Class II,158.98
cc-usa-2,r-usa-ii-9190,Class II,159.82
cc-usa-1,r-usa-ii-9320,Class II,158.98
cc-usa-2,r-usa-ii-9369,Class II,159.82
cc-usa-2,r-usa-ii-9504,Class II,159.82
cc-usa-1,r-usa-ii-9506,Class II,158.98
cc-usa-2,r-usa-ii-9508,Class II,159.82
cc-usa-1,r-usa-ii-9543,Class II,158.98
cc-usa-1,r-usa-ii-9570,Class II,158.98
cc-usa-1,r-usa-ii-9686,Class II,158.98
cc-usa-2,r-usa-ii-9727,Class II,159.82
cc-usa-2,r-usa-ii-9860,Class II,159.82
cc-usa-1,r-usa-ii-9939,Class II,158.98
cc-usa-1,r-usa-iii-0015,Class III,109.67
cc-usa-2,r-usa-iii-0043,Class III,59.92
cc-usa-1,r-usa-iii-0063,Class III,109.67
cc-usa-1,r-usa-iii-0081,Class III,109.67
cc-usa-2,r-usa-iii-0084,Class III,59.92
cc-usa-1,r-usa-iii-0135,Class III,109.67
cc-usa-1,r-usa-iii-0177,Class III,109.67
cc-usa-1,r-usa-iii-0187,Class III,109.67
cc-usa-1,r-usa-iii-0247,Class III,109.67
cc-usa-2,r-usa-iii-0264,Class III,59.92
cc-usa-2,r-usa-iii-0330,Class III,59.92
cc-usa-2,r-usa-iii-0333,Class III,59.92
cc-usa-1,r-usa-iii-0401,Class III,109.67
cc-usa-2,r-usa-iii-0407,Class III,59.92
cc-usa-2,r-usa-iii-0462,Class III,59.92
cc-usa-2,r-usa-iii-0500,Class III,59.92
cc-usa-2,r-usa-iii-0526,Class III,59.92
cc-usa-1,r-usa-iii-0543,Class III,109.67
cc-usa-1,r-usa-iii-0589,Class III,109.67
cc-usa-2,r-usa-iii-0667,Class III,59.92
cc-usa-1,r-usa-iii-0696,Class III,109.67
cc-usa-2,r-usa-iii-0700,Class III,59.92
cc-usa-1,r-usa-iii-0743,Class III,109.67
cc-usa-1,r-usa-iii-0748,Class III,109.67
cc-usa-1,r-usa-iii-0765,Class III,109.67
cc-usa-1,r-usa-iii-0779,Class III,109.67
cc-usa-2,r-usa-iii-0785,Class III,59.92
cc-usa-1,r-usa-iii-0994,Class III,109.67
cc-usa-2,r-usa-iii-1081,Class III,59.92
cc-usa-1,r-usa-iii-1139,Class III,109.67
cc-usa-1,r-usa-iii-1193,Class III,109.67
cc-usa-2,r-usa-iii-1279,Class III,59.92
cc-usa-2,r-usa-iii-1293,Class III,59.92
cc-usa-2,r-usa-iii-1296,Class III,59.92
cc-usa-2,r-usa-iii-1399,Class III,59.92
cc-usa-1,r-usa-iii-1501,Class III,109.67
cc-usa-1,r-usa-iii-1598,Class III,109.67
cc-usa-1,r-usa-iii-1659,Class III,109.67
cc-usa-1,r-usa-iii-1727,Class III,109.67
cc-usa-1,r-usa-iii-1899,Class III,109.67
cc-usa-1,r-usa-iii-2001,Class III,109.67
cc-usa-1,r-usa-iii-2214,Class III,109.67
cc-usa-1,r-usa-iii-2235,Class III,109.67
cc-usa-1,r-usa-iii-2249,Class III,109.67
cc-usa-1,r-usa-iii-2322,Class III,109.67
cc-usa-2,r-usa-iii-2377,Class III,59.92
cc-usa-2,r-usa-iii-2395,Class III,59.92
cc-usa-1,r-usa-iii-2479,Class III,109.67
cc-usa-1,r-usa-iii-2678,Class III,109.67
cc-usa-1,r-usa-iii-2681,Class III,109.67
cc-usa-2,r-usa-iii-2755,Class III,59.92
cc-usa-2,r-usa-iii-2758,Class III,59.92
cc-usa-1,r-usa-iii-2832,Class III,109.67
cc-usa-2,r-usa-iii-2921,Class III,59.92
cc-usa-2,r-usa-iii-3020,Class III,59.92
cc-usa-2,r-usa-iii-3074,Class III,59.92
cc-usa-2,r-usa-iii-3110,Class III,59.92
cc-usa-1,r-usa-iii-3139,Class III,109.67
cc-usa-1,r-usa-iii-3275,Class III,109.67
cc-usa-1,r-usa-iii-3396,Class III,109.67
cc-usa-2,r-usa-iii-3643,Class III,59.92
cc-usa-1,r-usa-iii-3686,Class III,109.67
cc-usa-1,r-usa-iii-3766,Class III,109.67
cc-usa-1,r-usa-iii-3791,Class III,109.67
cc-usa-1,r-usa-iii-3815,Class III,109.67
cc-usa-1,r-usa-iii-3900,Class III,109.67
cc-usa-2,r-usa-iii-3901,Class III,59.92
cc-usa-2,r-usa-iii-3921,Class III,59.92
cc-usa-1,r-usa-iii-3941,Class III,109.67
cc-usa-2,r-usa-iii-3945,Class III,59.92
cc-usa-1,r-usa-iii-4039,Class III,109.67
cc-usa-2,r-usa-iii-4042,Class III,59.92
cc-usa-1,r-usa-iii-4107,Class III,109.67
cc-usa-1,r-usa-iii-4127,Class III,109.67
cc-usa-2,r-usa-iii-4146,Class III,59.92
cc-usa-2,r-usa-iii-4149,Class III,59.92
cc-usa-2,r-usa-iii-4169,Class III,59.92
cc-usa-2,r-usa-iii-4257,Class III,59.92
cc-usa-1,r-usa-iii-4328,Class III,109.67
cc-usa-1,r-usa-iii-4389,Class III,109.67
cc-usa-1,r-usa-iii-4472,Class III,109.67
cc-usa-2,r-usa-iii-4507,Class III,59.92
cc-usa-1,r-usa-iii-4613,Class III,109.67
cc-usa-1,r-usa-iii-4653,Class III,109.67
cc-usa-2,r-usa-iii-4759,Class III,59.92
cc-usa-2,r-usa-iii-4779,Class III,59.92
cc-usa-1,r-usa-iii-4804,Class III,109.67
cc-usa-1,r-usa-iii-4912,Class III,109.67
cc-usa-1,r-usa-iii-4927,Class III,109.67
cc-usa-2,r-usa-iii-4937,Class III,59.92
cc-usa-1,r-usa-iii-4961,Class III,109.67
cc-usa-2,r-usa-iii-5000,Class III,59.92
cc-usa-2,r-usa-iii-5012,Class III,59.92
cc-usa-1,r-usa-iii-5080,Class III,109.67
cc-usa-2,r-usa-iii-5128,Class III,59.92
cc-usa-2,r-usa-iii-5150,Class III,59.92
cc-usa-2,r-usa-iii-5169,Class III,59.92
cc-usa-2,r-usa-iii-5191,Class III,59.92
cc-usa-2,r-usa-iii-5218,Class III,59.92
cc-usa-1,r-usa-iii-5230,Class III,109.67
cc-usa-2,r-usa-iii-5275,Class III,59.92
cc-usa-1,r-usa-iii-5340,Class III,109.67
cc-usa-1,r-usa-iii-5386,Class III,109.67
cc-usa-2,r-usa-iii-5438,Class III,59.92
cc-usa-2,r-usa-iii-5461,Class III,59.92
cc-usa-1,r-usa-iii-5504,Class III,109.67
cc-usa-2,r-usa-iii-5537,Class III,59.92
cc-usa-2,r-usa-iii-5579,Class III,59.92
cc-usa-2,r-usa-iii-5705,Class III,59.92
cc-usa-1,r-usa-iii-5740,Class III,109.67
cc-usa-1,r-usa-iii-5742,Class III,109.67
cc-usa-2,r-usa-iii-5800,Class III,59.92
cc-usa-2,r-usa-iii-5955,Class III,59.92
cc-usa-1,r-usa-iii-5970,Class III,109.67
cc-usa-2,r-usa-iii-6095,Class III,59.92
cc-usa-1,r-usa-iii-6136,Class III,109.67
cc-usa-1,r-usa-iii-6153,Class III,109.67
cc-usa-2,r-usa-iii-6189,Class III,59.92
cc-usa-1,r-usa-iii-6197,Class III,109.67
cc-usa-1,r-usa-iii-6226,Class III,109.67
cc-usa-2,r-usa-iii-6338,Class III,59.92
cc-usa-2,r-usa-iii-6346,Class III,59.92
cc-usa-2,r-usa-iii-6428,Class III,59.92
cc-usa-2,r-usa-iii-6440,Class III,59.92
cc-usa-1,r-usa-iii-6462,Class III,109.67
cc-usa-1,r-usa-iii-6479,Class III,109.67
cc-usa-1,r-usa-iii-6538,Class III,109.67
cc-usa-1,r-usa-iii-6542,Class III,109.67
cc-usa-2,r-usa-iii-6589,Class III,59.92
cc-usa-1,r-usa-iii-6748,Class III,109.67
cc-usa-2,r-usa-iii-6831,Class III,59.92
cc-usa-2,r-usa-iii-7018,Class III,59.92
cc-usa-2,r-usa-iii-7076,Class III,59.92
cc-usa-1,r-usa-iii-7094,Class III,109.67
cc-usa-2,r-usa-iii-7164,Class III,59.92
cc-usa-1,r-usa-iii-7186,Class III,109.67
cc-usa-2,r-usa-iii-7236,Class III,59.92
cc-usa-1,r-usa-iii-7257,Class III,109.67
cc-usa-1,r-usa-iii-7314,Class III,109.67
cc-usa-2,r-usa-iii-7333,Class III,59.92
