room_id,room_type,care_center_id,rate
r-usa-i-5825,Class I,cc-usa-2,468.28
r-usa-i-3888,Class I,cc-usa-1,333.78
r-usa-ii-8545,Class II,cc-usa-2,159.82
r-usa-vip-5823,VIP,cc-usa-1,583.77
r-usa-ii-2731,Class II,cc-usa-2,159.82
r-usa-iii-5970,Class III,cc-usa-1,109.67
r-usa-vip-4445,VIP,cc-usa-2,581.34
r-usa-vvip-9841,VVIP,cc-usa-1,937.89
r-usa-iii-4912,Class III,cc-usa-1,109.67
r-usa-ii-4531,Class II,cc-usa-1,158.98
r-usa-ii-5621,Class II,cc-usa-1,158.98
r-usa-vip-7591,VIP,cc-usa-2,581.34
r-usa-i-2812,Class I,cc-usa-1,333.78
r-usa-vvip-0092,VVIP,cc-usa-1,937.89
r-usa-vvip-6630,VVIP,cc-usa-2,903.88
r-usa-ii-2423,Class II,cc-usa-2,159.82
r-usa-i-9344,Class I,cc-usa-2,468.28
r-usa-iii-0667,Class III,cc-usa-2,59.92
r-usa-iii-6440,Class III,cc-usa-2,59.92
r-usa-vvip-5400,VVIP,cc-usa-1,937.89
r-usa-ii-7464,Class II,cc-usa-1,158.98
r-usa-i-0089,Class I,cc-usa-2,468.28
r-usa-iii-8962,Class III,cc-usa-2,59.92
r-usa-vip-6846,VIP,cc-usa-1,583.77
r-usa-iii-4507,Class III,cc-usa-2,59.92
r-usa-vip-1027,VIP,cc-usa-1,583.77
r-usa-iii-5275,Class III,cc-usa-2,59.92
r-usa-ii-9727,Class II,cc-usa-2,159.82
r-usa-ii-1613,Class II,cc-usa-2,159.82
r-usa-vvip-3164,VVIP,cc-usa-2,903.88
r-usa-iii-7018,Class III,cc-usa-2,59.92
r-usa-vip-2819,VIP,cc-usa-2,581.34
r-usa-i-4677,Class I,cc-usa-2,468.28
r-usa-vip-1579,VIP,cc-usa-2,581.34
r-usa-vip-0555,VIP,cc-usa-1,583.77
r-usa-ii-0876,Class II,cc-usa-2,159.82
r-usa-i-1624,Class I,cc-usa-1,333.78
r-usa-i-2692,Class I,cc-usa-1,333.78
r-usa-ii-7789,Class II,cc-usa-2,159.82
r-usa-vip-9436,VIP,cc-usa-1,583.77
r-usa-ii-2004,Class II,cc-usa-1,158.98
r-usa-iii-1139,Class III,cc-usa-1,109.67
r-usa-iii-8882,Class III,cc-usa-2,59.92
r-usa-iii-0081,Class III,cc-usa-1,109.67
r-usa-vip-9793,VIP,cc-usa-1,583.77
r-usa-vip-8268,VIP,cc-usa-2,581.34
r-usa-i-8923,Class I,cc-usa-2,468.28
r-usa-vip-1171,VIP,cc-usa-2,581.34
r-usa-i-5059,Class I,cc-usa-1,333.78
r-usa-i-5054,Class I,cc-usa-1,333.78
r-usa-i-6527,Class I,cc-usa-2,468.28
r-usa-iii-0748,Class III,cc-usa-1,109.67
r-usa-vvip-3769,VVIP,cc-usa-2,903.88
r-usa-iii-3945,Class III,cc-usa-2,59.92
r-usa-iii-1659,Class III,cc-usa-1,109.67
r-usa-vip-6090,VIP,cc-usa-1,583.77
r-usa-iii-3921,Class III,cc-usa-2,59.92
r-usa-iii-6479,Class III,cc-usa-1,109.67
r-usa-ii-5329,Class II,cc-usa-2,159.82
r-usa-vvip-0506,VVIP,cc-usa-1,937.89
r-usa-vip-8188,VIP,cc-usa-1,583.77
r-usa-i-0555,Class I,cc-usa-1,333.78
r-usa-ii-3088,Class II,cc-usa-1,158.98
r-usa-i-5039,Class I,cc-usa-2,468.28
r-usa-vvip-5843,VVIP,cc-usa-1,937.89
r-usa-vvip-4282,VVIP,cc-usa-1,937.89
r-usa-vip-7388,VIP,cc-usa-2,581.34
r-usa-vip-4984,VIP,cc-usa-1,583.77
r-usa-ii-1360,Class II,cc-usa-2,159.82
r-usa-vip-6908,VIP,cc-usa-1,583.77
r-usa-i-0099,Class I,cc-usa-1,333.78
r-usa-i-4023,Class I,cc-usa-2,468.28
r-usa-vip-6319,VIP,cc-usa-2,581.34
r-usa-vvip-7116,VVIP,cc-usa-1,937.89
r-usa-vip-1489,VIP,cc-usa-2,581.34
r-usa-ii-3979,Class II,cc-usa-1,158.98
r-usa-i-1002,Class I,cc-usa-1,333.78
r-usa-i-5598,Class I,cc-usa-2,468.28
r-usa-vip-7232,VIP,cc-usa-2,581.34
r-usa-iii-4039,Class III,cc-usa-1,109.67
r-usa-ii-7773,Class II,cc-usa-1,158.98
r-usa-vip-2920,VIP,cc-usa-2,581.34
r-usa-vip-7672,VIP,cc-usa-1,583.77
r-usa-vvip-6023,VVIP,cc-usa-1,937.89
r-usa-vvip-2636,VVIP,cc-usa-1,937.89
r-usa-vip-9203,VIP,cc-usa-2,581.34
r-usa-vip-9967,VIP,cc-usa-1,583.77
r-usa-ii-5423,Class II,cc-usa-2,159.82
r-usa-vvip-8468,VVIP,cc-usa-1,937.89
r-usa-ii-1866,Class II,cc-usa-2,159.82
r-usa-ii-8287,Class II,cc-usa-2,159.82
r-usa-vip-7964,VIP,cc-usa-2,581.34
r-usa-iii-0264,Class III,cc-usa-2,59.92
r-usa-vvip-9108,VVIP,cc-usa-1,937.89
r-usa-vvip-8829,VVIP,cc-usa-2,903.88
r-usa-ii-1775,Class II,cc-usa-1,158.98
r-usa-iii-9078,Class III,cc-usa-2,59.92
r-usa-i-5135,Class I,cc-usa-1,333.78
r-usa-iii-2479,Class III,cc-usa-1,109.67
r-usa-iii-5742,Class III,cc-usa-1,109.67
r-usa-iii-2678,Class III,cc-usa-1,109.67
r-usa-iii-5461,Class III,cc-usa-2,59.92
r-usa-ii-1240,Class II,cc-usa-2,159.82
r-usa-i-6979,Class I,cc-usa-1,333.78
r-usa-iii-0407,Class III,cc-usa-2,59.92
r-usa-ii-3039,Class II,cc-usa-2,159.82
r-usa-iii-2214,Class III,cc-usa-1,109.67
r-usa-vvip-2384,VVIP,cc-usa-1,937.89
r-usa-iii-0043,Class III,cc-usa-2,59.92
r-usa-vvip-1018,VVIP,cc-usa-2,903.88
r-usa-i-1728,Class I,cc-usa-1,333.78
r-usa-vip-8473,VIP,cc-usa-1,583.77
r-usa-i-0561,Class I,cc-usa-2,468.28
r-usa-ii-7456,Class II,cc-usa-1,158.98
r-usa-vvip-9131,VVIP,cc-usa-2,903.88
r-usa-ii-7486,Class II,cc-usa-1,158.98
r-usa-iii-6338,Class III,cc-usa-2,59.92
r-usa-i-6622,Class I,cc-usa-1,333.78
r-usa-i-5818,Class I,cc-usa-1,333.78
r-usa-i-4285,Class I,cc-usa-1,333.78
r-usa-iii-8028,Class III,cc-usa-1,109.67
r-usa-vip-8201,VIP,cc-usa-2,581.34
r-usa-vvip-0013,VVIP,cc-usa-2,903.88
r-usa-i-7789,Class I,cc-usa-2,468.28
r-usa-ii-8072,Class II,cc-usa-1,158.98
r-usa-vip-4123,VIP,cc-usa-2,581.34
r-usa-vvip-8956,VVIP,cc-usa-1,937.89
r-usa-vvip-4423,VVIP,cc-usa-2,903.88
r-usa-iii-1899,Class III,cc-usa-1,109.67
r-usa-vip-4648,VIP,cc-usa-1,583.77
r-usa-i-2837,Class I,cc-usa-1,333.78
r-usa-i-0965,Class I,cc-usa-1,333.78
r-usa-vvip-8323,VVIP,cc-usa-2,903.88
r-usa-vvip-0863,VVIP,cc-usa-2,903.88
r-usa-ii-7585,Class II,cc-usa-2,159.82
r-usa-vvip-4562,VVIP,cc-usa-1,937.89
r-usa-iii-1727,Class III,cc-usa-1,109.67
r-usa-vvip-0353,VVIP,cc-usa-2,903.88
r-usa-vvip-2218,VVIP,cc-usa-2,903.88
r-usa-iii-1399,Class III,cc-usa-2,59.92
r-usa-vip-5211,VIP,cc-usa-1,583.77
r-usa-ii-3810,Class II,cc-usa-1,158.98
r-usa-ii-7759,Class II,cc-usa-2,159.82
r-usa-vip-0050,VIP,cc-usa-2,581.34
r-usa-vvip-6671,VVIP,cc-usa-2,903.88
r-usa-vvip-3535,VVIP,cc-usa-2,903.88
r-usa-vip-1885,VIP,cc-usa-1,583.77
r-usa-iii-6153,Class III,cc-usa-1,109.67
r-usa-iii-5218,Class III,cc-usa-2,59.92
r-usa-iii-2395,Class III,cc-usa-2,59.92
r-usa-i-5006,Class I,cc-usa-1,333.78
r-usa-ii-6186,Class II,cc-usa-2,159.82
r-usa-vvip-6397,VVIP,cc-usa-1,937.89
r-usa-iii-5169,Class III,cc-usa-2,59.92
r-usa-vvip-8107,VVIP,cc-usa-1,937.89
r-usa-i-1576,Class I,cc-usa-2,468.28
r-usa-iii-8432,Class III,cc-usa-2,59.92
r-usa-vvip-2624,VVIP,cc-usa-1,937.89
r-usa-vvip-1349,VVIP,cc-usa-2,903.88
r-usa-iii-3110,Class III,cc-usa-2,59.92
r-usa-vip-7670,VIP,cc-usa-2,581.34
r-usa-iii-7257,Class III,cc-usa-1,109.67
r-usa-vip-5067,VIP,cc-usa-2,581.34
r-usa-ii-6970,Class II,cc-usa-2,159.82
r-usa-vip-8037,VIP,cc-usa-2,581.34
r-usa-i-0930,Class I,cc-usa-2,468.28
r-usa-vvip-6556,VVIP,cc-usa-2,903.88
r-usa-iii-9649,Class III,cc-usa-1,109.67
r-usa-i-8147,Class I,cc-usa-1,333.78
r-usa-vvip-3841,VVIP,cc-usa-2,903.88
r-usa-vvip-6477,VVIP,cc-usa-2,903.88
r-usa-iii-4961,Class III,cc-usa-1,109.67
r-usa-iii-0589,Class III,cc-usa-1,109.67
r-usa-vvip-4456,VVIP,cc-usa-2,903.88
r-usa-i-4853,Class I,cc-usa-1,333.78
r-usa-vvip-2854,VVIP,cc-usa-2,903.88
r-usa-vvip-8371,VVIP,cc-usa-2,903.88
r-usa-iii-9008,Class III,cc-usa-1,109.67
r-usa-ii-5709,Class II,cc-usa-1,158.98
r-usa-ii-1657,Class II,cc-usa-2,159.82
r-usa-i-2054,Class I,cc-usa-1,333.78
r-usa-vvip-0392,VVIP,cc-usa-2,903.88
r-usa-vip-3431,VIP,cc-usa-1,583.77
r-usa-vip-8500,VIP,cc-usa-2,581.34
r-usa-ii-4304,Class II,cc-usa-1,158.98
r-usa-ii-1245,Class II,cc-usa-1,158.98
r-usa-ii-3729,Class II,cc-usa-2,159.82
r-usa-vvip-2313,VVIP,cc-usa-2,903.88
r-usa-iii-6589,Class III,cc-usa-2,59.92
r-usa-vvip-4195,VVIP,cc-usa-2,903.88
r-usa-vvip-5605,VVIP,cc-usa-2,903.88
r-usa-i-1840,Class I,cc-usa-2,468.28
r-usa-vip-9002,VIP,cc-usa-2,581.34
r-usa-i-1881,Class I,cc-usa-1,333.78
r-usa-vip-5552,VIP,cc-usa-1,583.77
r-usa-ii-6140,Class II,cc-usa-1,158.98
r-usa-ii-1874,Class II,cc-usa-2,159.82
r-usa-vip-5175,VIP,cc-usa-1,583.77
r-usa-ii-6743,Class II,cc-usa-1,158.98
r-usa-ii-4393,Class II,cc-usa-2,159.82
r-usa-iii-9387,Class III,cc-usa-1,109.67
r-usa-vvip-8579,VVIP,cc-usa-1,937.89
r-usa-vip-5386,VIP,cc-usa-1,583.77
r-usa-vvip-8975,VVIP,cc-usa-2,903.88
r-usa-ii-4532,Class II,cc-usa-2,159.82
r-usa-i-6005,Class I,cc-usa-1,333.78
r-usa-vvip-7987,VVIP,cc-usa-2,903.88
r-usa-i-1694,Class I,cc-usa-2,468.28
r-usa-i-3428,Class I,cc-usa-1,333.78
r-usa-i-6057,Class I,cc-usa-1,333.78
r-usa-ii-1954,Class II,cc-usa-1,158.98
r-usa-vvip-6836,VVIP,cc-usa-2,903.88
r-usa-ii-8147,Class II,cc-usa-1,158.98
r-usa-iii-7076,Class III,cc-usa-2,59.92
r-usa-vvip-8233,VVIP,cc-usa-2,903.88
r-usa-vvip-1200,VVIP,cc-usa-1,937.89
r-usa-iii-0700,Class III,cc-usa-2,59.92
r-usa-vvip-7212,VVIP,cc-usa-2,903.88
r-usa-ii-4153,Class II,cc-usa-1,158.98
r-usa-vvip-2335,VVIP,cc-usa-2,903.88
r-usa-vvip-8601,VVIP,cc-usa-2,903.88
r-usa-vip-2357,VIP,cc-usa-2,581.34
r-usa-vvip-6274,VVIP,cc-usa-1,937.89
r-usa-vvip-3752,VVIP,cc-usa-2,903.88
r-usa-i-1090,Class I,cc-usa-1,333.78
r-usa-vvip-4531,VVIP,cc-usa-2,903.88
r-usa-i-5401,Class I,cc-usa-2,468.28
r-usa-vip-4281,VIP,cc-usa-1,583.77
r-usa-ii-0985,Class II,cc-usa-1,158.98
r-usa-vip-4149,VIP,cc-usa-1,583.77
r-usa-vip-3536,VIP,cc-usa-2,581.34
r-usa-vip-3762,VIP,cc-usa-1,583.77
r-usa-i-7386,Class I,cc-usa-1,333.78
r-usa-vip-3985,VIP,cc-usa-1,583.77
r-usa-vip-1641,VIP,cc-usa-1,583.77
r-usa-i-3374,Class I,cc-usa-1,333.78
r-usa-iii-5438,Class III,cc-usa-2,59.92
r-usa-vvip-5947,VVIP,cc-usa-2,903.88
r-usa-vip-6443,VIP,cc-usa-2,581.34
r-usa-ii-6573,Class II,cc-usa-1,158.98
r-usa-vvip-2525,VVIP,cc-usa-1,937.89
r-usa-ii-5674,Class II,cc-usa-2,159.82
r-usa-i-2291,Class I,cc-usa-2,468.28
r-usa-i-3484,Class I,cc-usa-1,333.78
r-usa-vip-8103,VIP,cc-usa-2,581.34
r-usa-vip-1432,VIP,cc-usa-2,581.34
r-usa-vvip-6965,VVIP,cc-usa-2,903.88
r-usa-vip-7461,VIP,cc-usa-2,581.34
r-usa-iii-1279,Class III,cc-usa-2,59.92
r-usa-ii-2399,Class II,cc-usa-2,159.82
r-usa-i-8883,Class I,cc-usa-2,468.28
r-usa-vvip-7711,VVIP,cc-usa-1,937.89
r-usa-vip-2427,VIP,cc-usa-1,583.77
r-usa-i-7420,Class I,cc-usa-2,468.28
r-usa-vvip-1935,VVIP,cc-usa-1,937.89
r-usa-ii-0315,Class II,cc-usa-2,159.82
r-usa-vip-6503,VIP,cc-usa-1,583.77
r-usa-vvip-2478,VVIP,cc-usa-2,903.88
r-usa-iii-0084,Class III,cc-usa-2,59.92
r-usa-vvip-8567,VVIP,cc-usa-2,903.88
r-usa-vip-3513,VIP,cc-usa-1,583.77
r-usa-vip-4598,VIP,cc-usa-1,583.77
r-usa-iii-0785,Class III,cc-usa-2,59.92
r-usa-i-6596,Class I,cc-usa-2,468.28
r-usa-vvip-5463,VVIP,cc-usa-1,937.89
r-usa-vvip-7850,VVIP,cc-usa-1,937.89
r-usa-vvip-2306,VVIP,cc-usa-1,937.89
r-usa-vvip-7548,VVIP,cc-usa-1,937.89
r-usa-ii-8666,Class II,cc-usa-2,159.82
r-usa-ii-6224,Class II,cc-usa-1,158.98
r-usa-iii-7594,Class III,cc-usa-2,59.92
r-usa-ii-4056,Class II,cc-usa-1,158.98
r-usa-vvip-8452,VVIP,cc-usa-1,937.89
r-usa-iii-2921,Class III,cc-usa-2,59.92
r-usa-vvip-1304,VVIP,cc-usa-1,937.89
r-usa-i-2164,Class I,cc-usa-2,468.28
r-usa-vip-4035,VIP,cc-usa-1,583.77
r-usa-vvip-3582,VVIP,cc-usa-2,903.88
r-usa-iii-1293,Class III,cc-usa-2,59.92
r-usa-vvip-2328,VVIP,cc-usa-2,903.88
r-usa-ii-7012,Class II,cc-usa-2,159.82
r-usa-ii-8035,Class II,cc-usa-1,158.98
r-usa-i-4765,Class I,cc-usa-1,333.78
r-usa-vip-9932,VIP,cc-usa-1,583.77
r-usa-i-6820,Class I,cc-usa-2,468.28
r-usa-vvip-3588,VVIP,cc-usa-2,903.88
r-usa-ii-5248,Class II,cc-usa-2,159.82
r-usa-iii-9678,Class III,cc-usa-1,109.67
r-usa-ii-4326,Class II,cc-usa-1,158.98
r-usa-iii-6831,Class III,cc-usa-2,59.92
r-usa-i-4665,Class I,cc-usa-2,468.28
r-usa-vvip-0917,VVIP,cc-usa-1,937.89
r-usa-i-3771,Class I,cc-usa-2,468.28
r-usa-iii-9356,Class III,cc-usa-1,109.67
r-usa-iii-0247,Class III,cc-usa-1,109.67
r-usa-vvip-0368,VVIP,cc-usa-2,903.88
r-usa-vip-9178,VIP,cc-usa-2,581.34
r-usa-vip-4947,VIP,cc-usa-1,583.77
r-usa-iii-5000,Class III,cc-usa-2,59.92
r-usa-vvip-4684,VVIP,cc-usa-2,903.88
r-usa-vvip-0225,VVIP,cc-usa-1,937.89
r-usa-vip-9410,VIP,cc-usa-2,581.34
r-usa-vvip-7284,VVIP,cc-usa-2,903.88
r-usa-ii-3850,Class II,cc-usa-1,158.98
r-usa-ii-4168,Class II,cc-usa-2,159.82
r-usa-vvip-1275,VVIP,cc-usa-1,937.89
r-usa-vvip-3447,VVIP,cc-usa-1,937.89
r-usa-vvip-5105,VVIP,cc-usa-2,903.88
r-usa-vvip-7091,VVIP,cc-usa-1,937.89
r-usa-vvip-8849,VVIP,cc-usa-1,937.89
r-usa-iii-7980,Class III,cc-usa-2,59.92
r-usa-vvip-6365,VVIP,cc-usa-2,903.88
r-usa-ii-3203,Class II,cc-usa-1,158.98
r-usa-vip-3411,VIP,cc-usa-1,583.77
r-usa-ii-2597,Class II,cc-usa-1,158.98
r-usa-vvip-6675,VVIP,cc-usa-2,903.88
r-usa-iii-7963,Class III,cc-usa-1,109.67
r-usa-iii-3396,Class III,cc-usa-1,109.67
r-usa-vip-5486,VIP,cc-usa-1,583.77
r-usa-vvip-1487,VVIP,cc-usa-1,937.89
r-usa-iii-4107,Class III,cc-usa-1,109.67
r-usa-ii-1094,Class II,cc-usa-2,159.82
r-usa-vvip-1922,VVIP,cc-usa-1,937.89
r-usa-ii-6878,Class II,cc-usa-2,159.82
r-usa-ii-6513,Class II,cc-usa-1,158.98
r-usa-iii-3275,Class III,cc-usa-1,109.67
r-usa-vip-7903,VIP,cc-usa-1,583.77
r-usa-vvip-4592,VVIP,cc-usa-1,937.89
r-usa-iii-6748,Class III,cc-usa-1,109.67
r-usa-iii-5386,Class III,cc-usa-1,109.67
r-usa-ii-8077,Class II,cc-usa-1,158.98
r-usa-vvip-2231,VVIP,cc-usa-2,903.88
r-usa-i-5797,Class I,cc-usa-2,468.28
r-usa-ii-8806,Class II,cc-usa-1,158.98
r-usa-ii-9320,Class II,cc-usa-1,158.98
r-usa-iii-0401,Class III,cc-usa-1,109.67
r-usa-vvip-4264,VVIP,cc-usa-2,903.88
r-usa-ii-1815,Class II,cc-usa-1,158.98
r-usa-vvip-1982,VVIP,cc-usa-2,903.88
r-usa-vvip-3826,VVIP,cc-usa-2,903.88
r-usa-i-1884,Class I,cc-usa-1,333.78
r-usa-vip-8476,VIP,cc-usa-1,583.77
